"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Region"	"Region Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Incidence Counts
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.517	2907	5805
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.498	4189	8755
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.481	2377	5198
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	121
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	97
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	160
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	65
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.415	16	40
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.468	41	99
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.483	30	70
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.649	56	111
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.524	146	274
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.424	150	364
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.490	173	373
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.484	503	1082
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.647	97	164
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.419	1703	3659
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.477	2176	4157
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.427	3002	6599
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.458	1727	3602
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	77
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	49
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	140
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	62
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.406	19	57
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.456	26	64
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.514	61	141
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.772	41	75
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.430	49	145
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.465	175	409
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.451	151	379
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.513	194	417
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.535	605	1250
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.469	92	235
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.463	2315	5101
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.516	2961	5916
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.492	4291	9029
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.496	2474	5244
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	112
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	94
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	130
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	84
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.435	27	61
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.360	37	124
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.302	19	66
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.521	47	100
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.445	144	312
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.383	150	401
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.535	179	353
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.480	473	1031
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.601	99	171
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.416	1730	3751
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.471	2163	4150
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.416	3035	6897
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.474	1799	3641
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	84
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	57
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	160
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	43
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.578	29	62
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.358	51	156
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.465	29	80
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.303	44	157
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.619	209	360
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.433	150	389
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.645	212	375
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.527	609	1327
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.596	115	220
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.450	2280	5110
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.520	2960	5868
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.468	4386	9681
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.480	2525	5542
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	110
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	83
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	189
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	85
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.465	18	49
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.347	43	121
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.334	18	71
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.413	40	116
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.471	162	330
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.450	165	373
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.429	146	342
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.482	530	1167
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.516	77	162
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.397	1735	3852
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.482	2206	4151
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.411	3049	6955
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.469	1817	3684
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	91
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	71
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	181
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	54
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.285	16	57
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.347	28	80
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.363	57	174
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.394	24	73
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.467	66	163
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.462	182	411
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.408	164	444
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.571	196	390
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.495	588	1337
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.568	114	236
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.420	2178	5246
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.510	3015	6124
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.451	4327	9878
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.501	2577	5394
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	128
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	97
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	239
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	93
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.514	19	48
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.336	37	115
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.361	19	53
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.361	43	127
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.415	142	333
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.427	153	367
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.526	170	339
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.461	504	1158
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.452	64	153
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.398	1679	3758
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.446	2079	4226
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.375	2870	7110
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.433	1700	3739
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	86
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	72
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	226
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	68
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.626	28	57
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.415	29	89
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.443	67	174
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.502	29	74
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.534	76	172
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.502	187	396
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.463	169	395
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.539	187	391
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.518	596	1294
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.456	91	221
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.421	2197	5253
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.474	2864	6150
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.438	4321	10098
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.483	2499	5421
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	130
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	98
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	221
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	105
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.329	42	136
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.241	16	71
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.407	53	149
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.508	169	313
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.456	182	389
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.522	177	345
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.487	559	1195
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.492	90	187
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.402	1662	3654
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.457	2064	4046
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.420	3134	6922
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.455	1748	3662
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	100
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	91
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	195
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	72
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.378	25	77
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.308	53	190
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.432	30	90
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.473	69	176
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.480	203	434
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.440	185	445
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.473	177	410
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.517	601	1314
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.604	120	234
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.413	2128	5275
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.488	2889	6103
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.449	4381	9881
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.475	2473	5410
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	155
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	133
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	248
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	109
	"Leukemias"	"35011-35043"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.459	22	52
